Date,Closing Price (USD),active_addresses,hash_rate,btc_left,total_addresses,difficulty,total_fees,fed_assets,GLD,IYE,SLV,SPY,TLT,UUP,NYFed_inflation,Google_popularity
5/17/2018,8360.22875,629495,2.70E+19,3960412.5,397507113,1.78E+22,54.05727301,4337565,122.360001,43.34,15.47,272.01001,116.209999,24.59,3.19244481,14
5/18/2018,7996.82125,703262,3.04E+19,3958562.5,397806240,1.78E+22,70.13995212,4337521,122.410004,43,15.48,271.329987,117.209999,24.639999,3.19244481,14
5/19/2018,8237.3425,514447,3.15E+19,3956637.5,398050323,1.78E+22,31.42390531,4337477,122.410004,43,15.48,271.329987,117.209999,24.639999,3.19244481,14
5/20/2018,8250.395,475729,2.96E+19,3954837.5,398283382,1.78E+22,24.98915763,4337433,122.410004,43,15.48,271.329987,117.209999,24.639999,3.19244481,14
5/21/2018,8493.13125,622910,3.24E+19,3952875,398575511,1.78E+22,31.28915469,4337389,122.480003,43.43,15.54,273.369995,117.269997,24.620001,3.19244481,14
5/22/2018,8324.025,588204,3.13E+19,3950987.5,398868211,1.78E+22,26.52413321,4337345,122.410004,42.849998,15.58,272.609985,117.089996,24.610001,3.19244481,14
5/23/2018,7951.51375,640753,3.33E+19,3948962.5,399178640,1.78E+22,30.82025138,4337301,122.540001,42.82,15.5,273.359985,117.940002,24.709999,3.19244481,14
5/24/2018,7614.96375,569796,2.98E+19,3947175,399467992,1.85E+22,29.75362781,4335903.571,123.589996,42.099998,15.69,272.799988,118.879997,24.68,3.19244481,14
5/25/2018,7599.9525,618168,3.79E+19,3944975,399746396,1.85E+22,30.37696335,4334506.143,123.209999,41,15.53,272.149994,119.620003,24.799999,3.19244481,14
5/26/2018,7436.835,467745,3.45E+19,3942950,399971787,1.85E+22,22.51408114,4333108.714,123.209999,41,15.53,272.149994,119.620003,24.799999,3.19244481,14
5/27/2018,7296.79625,442455,3.50E+19,3940900,400179126,1.85E+22,19.47089221,4331711.286,123.209999,41,15.53,272.149994,119.620003,24.799999,3.19244481,14
5/28/2018,7383.2175,589209,3.43E+19,3938950,400438700,1.85E+22,29.12400991,4330313.857,123.209999,41,15.53,272.149994,119.620003,24.799999,3.19244481,14
5/29/2018,7118.42375,604750,2.90E+19,3937212.5,400726046,1.85E+22,28.63684227,4328916.429,123.190002,40.93,15.44,269.019989,122.239998,24.969999,3.19244481,14
5/30/2018,7491.61125,592855,3.76E+19,3935037.5,401020748,1.85E+22,22.66213792,4327519,123.370003,42.25,15.55,272.609985,121.419998,24.780001,3.19244481,14
5/31/2018,7448.48274,627718,3.60E+19,3932912.5,401323854,1.85E+22,21.6541427,4327228.667,123.099998,41.880001,15.46,270.940002,121.220001,24.76,3.19244481,14
6/1/2018,7518.333329,692408,3.55E+19,3930837.5,401622469,1.85E+22,20.37476636,4326938.333,122.489998,42.029999,15.44,273.600006,120.300003,24.799999,3.240852946,13
6/2/2018,7630.403388,521898,3.26E+19,3928937.5,401870324,1.85E+22,16.27842016,4326648,122.489998,42.029999,15.44,273.600006,120.300003,24.799999,3.240852946,13
6/3/2018,7716.145068,531451,3.48E+19,3926900,402102321,1.85E+22,15.3074038,4326357.667,122.489998,42.029999,15.44,273.600006,120.300003,24.799999,3.240852946,13
6/4/2018,7505.589277,702896,3.92E+19,3924612.5,402398877,1.85E+22,20.71075272,4326067.333,122.370003,41.599998,15.45,274.899994,119.43,24.780001,3.240852946,13
6/5/2018,7624.187971,655687,3.88E+19,3922425,402703128,2.12E+22,18.52827963,4325777,122.849998,41.5,15.52,275.100006,119.709999,24.75,3.240852946,13
6/11/2018,6780.340803,587718,3.46E+19,3911862.5,404340363,2.12E+22,24.67101897,4325486.667,123.230003,42.41,15.94,278.559998,119.309998,24.66,3.240852946,13
6/12/2018,6525.329182,654018,3.53E+19,3910050,404636460,2.12E+22,21.90653344,4325196.333,122.82,42.119999,15.87,278.920013,119.339996,24.709999,3.240852946,13
6/13/2018,6321.655965,658191,3.54E+19,3908262.5,404924731,2.12E+22,37.41423181,4324906,123.190002,41.959999,16.08,278.029999,119.279999,24.67,3.240852946,13
6/14/2018,6601.324158,583184,3.76E+19,3906350,405213878,2.12E+22,28.01723114,4323618.857,123.379997,41.84,16.17,278.730011,120.269997,24.99,3.240852946,13
6/15/2018,6397.44117,629239,3.74E+19,3904437.5,405498020,2.12E+22,23.19453295,4322331.714,121.339996,40.919998,15.6,277.130005,120.379997,24.969999,3.240852946,13
6/16/2018,6529.544015,442336,4.06E+19,3902362.5,405719230,2.12E+22,16.44224754,4321044.571,121.339996,40.919998,15.6,277.130005,120.379997,24.969999,3.240852946,13
6/17/2018,6482.868697,435995,3.88E+19,3900400,405922325,2.12E+22,23.48902029,4319757.429,121.339996,40.919998,15.6,277.130005,120.379997,24.969999,3.240852946,13
6/18/2018,6711.64967,574863,3.99E+19,3898350,406202784,2.12E+22,17.52291191,4318470.286,121.110001,41.419998,15.51,276.559998,120.269997,24.969999,3.240852946,13
6/19/2018,6731.710147,621660,3.87E+19,3896412.5,406473511,2.18E+22,83.80865389,4317183.143,120.800003,41.34,15.36,275.5,120.970001,25.040001,3.240852946,13
6/20/2018,6736.867721,584946,3.94E+19,3894475,406756848,2.18E+22,203.2853202,4315896,120.260002,41.599998,15.34,275.970001,119.910004,25.059999,3.240852946,13
6/21/2018,6729.925937,562477,4.28E+19,3892350,407031429,2.18E+22,73.52012206,4314409.571,120.050003,40.75,15.36,274.23999,120.540001,24.99,3.240852946,13
6/22/2018,6099.445277,618787,3.80E+19,3890462.5,407309734,2.18E+22,68.9368202,4312923.143,120.339996,41.73,15.5,274.73999,120.529999,24.9,3.240852946,13
6/23/2018,6198.700824,483219,4.02E+19,3888462.5,407540027,2.18E+22,31.93798474,4311436.714,120.339996,41.73,15.5,274.73999,120.529999,24.9,3.240852946,13
6/24/2018,6142.39257,456881,4.39E+19,3886325,407753853,2.18E+22,27.03085817,4309950.286,120.339996,41.73,15.5,274.73999,120.529999,24.9,3.240852946,13
6/25/2018,6244.328455,614024,3.90E+19,3884362.5,408026415,2.18E+22,34.68013653,4308463.857,119.889999,40.759998,15.37,271,120.800003,24.860001,3.240852946,13
6/26/2018,6148.422705,612971,3.69E+19,3882537.5,408296241,2.18E+22,32.34384664,4306977.429,119.260002,41.169998,15.33,271.600006,120.970001,24.99,3.240852946,13
6/27/2018,6140.1915,589272,3.05E+19,3881025,408558229,2.18E+22,32.15886049,4305491,118.580002,41.720001,15.12,269.350006,122.110001,25.139999,3.240852946,13
6/28/2018,5954.526582,555073,4.03E+19,3879062.5,408817711,2.18E+22,27.15925646,4303244.286,118.220001,41.650002,15.07,270.890015,122.139999,25.139999,3.240852946,13
6/29/2018,6189.309252,589840,3.76E+19,3877175,409090977,2.18E+22,27.41063627,4300997.571,118.650002,41.939999,15.15,271.279999,121.720001,24.940001,3.240852946,13
6/30/2018,6343.8922,567354,3.57E+19,3875412.5,409332478,2.18E+22,23.60409759,4298750.857,118.650002,41.939999,15.15,271.279999,121.720001,24.940001,3.240852946,13
7/1/2018,6373.277854,483601,3.68E+19,3873575,409543730,2.18E+22,16.7928896,4296504.143,118.650002,41.939999,15.15,271.279999,121.720001,24.940001,3.242809435,12
7/2/2018,6629.749595,638224,3.70E+19,3871812.5,409817560,2.30E+22,23.48063765,4294257.429,117.459999,41.240002,14.91,271.859985,121.349998,25.059999,3.242809435,12
7/3/2018,6482.830594,659182,3.12E+19,3870362.5,410119698,2.30E+22,27.90259772,4292010.714,118.650002,41.599998,15.03,270.899994,122,24.98,3.242809435,12
7/4/2018,6589.632793,609463,3.49E+19,3868687.5,410405882,2.30E+22,21.54452916,4289764,118.650002,41.599998,15.03,270.899994,122,24.98,3.242809435,12
7/5/2018,6538.682432,545411,3.65E+19,3866975,410677940,2.30E+22,19.76600519,4290003.5,119.050003,41.5,15.1,273.109985,122.349998,24.9,3.242809435,12
7/7/2018,6570.427592,473890,4.11E+19,3863025,411187581,2.30E+22,16.56969368,4290243,119.050003,41.5,15.1,273.109985,122.349998,24.9,3.242809435,12
7/8/2018,6744.988679,492247,4.24E+19,3861050,411408252,2.30E+22,15.64479917,4290482.5,119.050003,41.5,15.1,273.109985,122.349998,24.9,3.242809435,12
7/9/2018,6694.530851,626876,3.65E+19,3859350,411691266,2.30E+22,19.92606527,4290722,119.150002,42.439999,15.17,277.899994,121.959999,24.83,3.242809435,12
7/10/2018,6364.38759,665924,3.92E+19,3857487.5,411985143,2.30E+22,22.86071401,4290961.5,118.93,42.740002,15.12,278.899994,121.949997,24.84,3.242809435,12
7/11/2018,6360.446668,616206,3.60E+19,3855800,412260742,2.30E+22,20.44250057,4291201,117.639999,41.799999,14.86,276.859985,122.419998,25.01,3.242809435,12
7/12/2018,6144.810118,944160,3.85E+19,3854037.5,412530956,2.30E+22,18.63321237,4291270,118.129997,41.880001,15,279.369995,122.410004,25.030001,3.242809435,12
7/14/2018,6254.678129,809614,3.52E+19,3850587.5,413056169,2.30E+22,15.01264127,4291339,118.129997,41.880001,15,279.369995,122.410004,25.030001,3.242809435,12
7/15/2018,6366.349904,509919,3.57E+19,3848925,413275627,2.30E+22,15.27821656,4291408,118.129997,41.880001,15,279.369995,122.410004,25.030001,3.242809435,12
7/16/2018,6671.625919,583682,3.20E+19,3847425,413562381,2.30E+22,23.61292569,4291477,117.550003,41.57,14.85,279.339996,122.209999,24.959999,3.242809435,12
7/17/2018,7315.55104,688516,4.10E+19,3845437.5,413890369,2.22E+22,24.94209666,4291546,116.279999,41.419998,14.67,280.470001,121.980003,25.07,3.242809435,12
7/18/2018,7359.737018,770646,4.47E+19,3843262.5,414220524,2.22E+22,31.82668475,4291615,116.309998,41.439999,14.63,281.059998,121.489998,25.1,3.242809435,12
7/19/2018,7484.63967,636735,4.39E+19,3841125,414530794,2.22E+22,28.82741906,4289624.429,115.809998,41.470001,14.42,280,122.260002,25.15,3.242809435,12
7/20/2018,7357.445677,651798,3.98E+19,3839200,414837954,2.22E+22,23.08779797,4287633.857,116.559998,41.32,14.59,279.679993,120.760002,24.950001,3.242809435,12
7/21/2018,7424.734238,505453,3.53E+19,3837487.5,415089142,2.22E+22,17.37819099,4285643.286,116.559998,41.32,14.59,279.679993,120.760002,24.950001,3.242809435,12
7/22/2018,7411.200525,458197,4.70E+19,3835212.5,415324654,2.22E+22,14.77231882,4283652.714,116.559998,41.32,14.59,279.679993,120.760002,24.950001,3.242809435,12
7/23/2018,7730.24748,711244,4.25E+19,3833137.5,415641916,2.22E+22,26.12072165,4281662.143,116,41.119999,14.47,280.200012,119.269997,24.99,3.242809435,12
7/24/2018,8325.801534,718783,4.12E+19,3831150,416002246,2.22E+22,29.64295029,4279671.571,116.040001,41.630001,14.58,281.609985,119.68,25,3.242809435,12
7/25/2018,8271.59792,776373,4.55E+19,3828937.5,416352873,2.22E+22,26.82417337,4277681,116.68,41.990002,14.68,284.01001,119.489998,24.879999,3.242809435,12
7/26/2018,7925.247396,639884,4.21E+19,3826875,416673563,2.22E+22,23.88022702,4274534.143,115.769997,42.389999,14.49,283.339996,119.260002,25.049999,3.242809435,12
7/27/2018,8254.277348,717386,4.32E+19,3824787.5,416992964,2.22E+22,20.72404572,4271387.286,115.830002,42.119999,14.57,281.420013,119.459999,25.02,3.242809435,12
7/28/2018,8184.695535,564042,3.73E+19,3822975,417253694,2.22E+22,16.74880998,4268240.429,115.830002,42.119999,14.57,281.420013,119.459999,25.02,3.242809435,12
7/29/2018,8201.89009,484415,4.78E+19,3820850,417498989,2.56E+22,15.67077716,4265093.571,115.830002,42.119999,14.57,281.420013,119.459999,25.02,3.242809435,12
7/30/2018,8166.38836,636111,3.98E+19,3819175,417817065,2.56E+22,24.57789474,4261946.714,115.650002,42.540001,14.58,279.950012,119.050003,24.93,3.242809435,12
7/31/2018,7700.834129,689933,4.34E+19,3817337.5,418153307,2.56E+22,25.5829697,4258799.857,115.989998,42.41,14.61,281.329987,119.699997,24.98,3.242809435,12
8/1/2018,7588.58618,705701,4.44E+19,3815462.5,418484015,2.56E+22,21.2832986,4255653,115.139999,41.880001,14.48,280.859985,118.459999,25.01,3.241878078,13
8/2/2018,7547.314951,633985,4.50E+19,3813550,418795953,2.56E+22,25.20903778,4255992.571,114.519997,41.700001,14.43,282.390015,118.629997,25.15,3.241878078,13
8/3/2018,7423.074378,688864,4.95E+19,3811475,419105616,2.56E+22,23.21487948,4256332.143,114.919998,41.490002,14.5,283.600006,119.220001,25.17,3.241878078,13
8/4/2018,7396.041122,542806,5.27E+19,3809275,419372442,2.56E+22,17.19453121,4256671.714,114.919998,41.490002,14.5,283.600006,119.220001,25.17,3.241878078,13
8/5/2018,7411.515299,495708,4.63E+19,3807275,419605780,2.56E+22,13.6299328,4257011.286,114.919998,41.490002,14.5,283.600006,119.220001,25.17,3.241878078,13
8/6/2018,7402.336634,654365,3.89E+19,3805637.5,419905929,2.56E+22,17.7504862,4257350.857,114.330002,41.66,14.4,284.640015,119.290001,25.209999,3.241878078,13
8/7/2018,6748.441484,706475,4.47E+19,3803750,420226375,2.56E+22,18.61533926,4257690.429,114.589996,41.939999,14.43,285.579987,118.669998,25.18,3.241878078,13
8/8/2018,6460.153155,649542,4.64E+19,3801787.5,420549729,2.56E+22,20.75086011,4258030,114.910004,41.630001,14.5,285.459991,118.790001,25.15,3.241878078,13
8/9/2018,6482.973449,629818,4.40E+19,3799925,420853877,2.56E+22,20.7502075,4253872,114.739998,41.25,14.52,285.070007,119.790001,25.299999,3.241878078,13
8/10/2018,6092.533104,658349,5.19E+19,3797725,421163252,2.56E+22,20.41451761,4249714,114.690002,41.470001,14.41,283.160004,120.660004,25.48,3.241878078,13
8/11/2018,6391.599258,525905,5.31E+19,3795600,421418393,2.74E+22,15.39050663,4245556,114.690002,41.470001,14.41,283.160004,120.660004,25.48,3.241878078,13
8/12/2018,6338.738957,477808,4.92E+19,3793662.5,421641639,2.74E+22,12.77525693,4241398,114.690002,41.470001,14.41,283.160004,120.660004,25.48,3.241878078,13
8/13/2018,6260.192995,611686,4.73E+19,3791787.5,421945402,2.74E+22,19.92080467,4237240,112.959999,40.939999,14.1,282.100006,120.410004,25.49,3.241878078,13
8/14/2018,6123.447601,656986,4.33E+19,3790087.5,422285139,2.74E+22,26.45582537,4233082,113.07,41.080002,14.17,283.899994,120.139999,25.59,3.241878078,13
8/15/2018,6332.6069,680291,5.19E+19,3788075,422626970,2.74E+22,22.16329503,4228924,111.190002,39.59,13.57,281.779999,120.839996,25.59,3.241878078,13
8/16/2018,6273.88807,620626,4.93E+19,3786100,422944666,2.74E+22,24.04769454,4228908.857,111.099998,39.91,13.77,284.059998,120.830002,25.57,3.241878078,13
8/17/2018,6566.595283,652800,4.82E+19,3784200,423265518,2.74E+22,24.88424895,4228893.714,112.129997,40.02,13.92,285.059998,120.980003,25.440001,3.241878078,13
8/18/2018,6396.946369,502003,5.18E+19,3782200,423527508,2.74E+22,16.45331646,4228878.571,112.129997,40.02,13.92,285.059998,120.980003,25.440001,3.241878078,13
8/19/2018,6516.668382,514081,4.52E+19,3780387.5,423772573,2.74E+22,17.04586085,4228863.429,112.129997,40.02,13.92,285.059998,120.980003,25.440001,3.241878078,13
8/20/2018,6299.395333,623584,4.79E+19,3778512.5,424086340,2.74E+22,29.07233893,4228848.286,112.690002,40.290001,13.88,285.670013,121.790001,25.379999,3.241878078,13
8/21/2018,6470.733567,589558,4.74E+19,3776662.5,424389020,2.74E+22,24.75227584,4228833.143,113.019997,40.560001,13.89,286.339996,121.379997,25.23,3.241878078,13
8/22/2018,6355.881809,637962,5.01E+19,3774662.5,424712106,2.74E+22,24.27418043,4228818,113.269997,41.07,13.88,286.170013,121.860001,25.16,3.241878078,13
8/23/2018,6503.832362,569143,4.73E+19,3772800,425009589,2.74E+22,19.30837036,4227403.143,112.199997,40.849998,13.65,285.790009,122.050003,25.32,3.241878078,13
8/24/2018,6675.360683,632119,4.82E+19,3770975,425312934,2.89E+22,19.15356329,4225988.286,114.160004,41.16,13.92,287.51001,122.290001,25.200001,3.241878078,13
8/25/2018,6725.032327,548589,4.42E+19,3769287.5,425584111,2.89E+22,21.06312548,4224573.429,114.160004,41.16,13.92,287.51001,122.290001,25.200001,3.241878078,13
8/26/2018,6689.822683,502401,5.76E+19,3767125,425817252,2.89E+22,27.80300602,4223158.571,114.160004,41.16,13.92,287.51001,122.290001,25.200001,3.241878078,13
8/27/2018,6756.628926,664754,6.19E+19,3764812.5,426126391,2.89E+22,32.65580356,4221743.714,114.589996,41.439999,13.99,289.779999,121.589996,25.1,3.241878078,13
8/28/2018,7084.293617,663712,5.13E+19,3762900,426453127,2.89E+22,45.21346372,4220328.857,113.68,41.25,13.84,289.920013,120.860001,25.1,3.241878078,13
8/29/2018,7059.231235,669393,4.64E+19,3761162.5,426790264,2.89E+22,23.64752291,4218914,114.199997,41.52,13.87,291.480011,121.019997,25.059999,3.241878078,13
8/30/2018,6938.914582,621109,5.15E+19,3759237.5,427103305,2.89E+22,24.10101603,4217425.714,113.639999,41.389999,13.7,290.299988,121.279999,25.08,3.241878078,13
8/31/2018,7028.447312,650921,5.17E+19,3757300,427428748,2.89E+22,25.25628116,4215937.429,113.510002,41.080002,13.65,290.309998,121,25.190001,3.241878078,13
9/1/2018,7198.058436,564618,5.12E+19,3755412.5,427713442,2.89E+22,19.2117222,4214449.143,113.510002,41.080002,13.65,290.309998,121,25.190001,3.195810681,12
9/2/2018,7282.858514,495862,4.77E+19,3753612.5,427965464,2.89E+22,16.3033171,4212960.857,113.510002,41.080002,13.65,290.309998,121,25.190001,3.195810681,12
9/3/2018,7260.251593,613203,4.81E+19,3751812.5,428269926,2.89E+22,19.91598267,4211472.571,113.510002,41.080002,13.65,290.309998,121,25.190001,3.195810681,12
9/4/2018,7361.271864,629613,4.31E+19,3750237.5,428590276,2.89E+22,24.1065379,4209984.286,112.93,40.950001,13.31,289.809998,120.029999,25.299999,3.195810681,12
9/5/2018,6913.115013,663893,4.32E+19,3748587.5,428925784,2.89E+22,31.82732747,4208496,113.32,40.889999,13.35,289.029999,119.709999,25.209999,3.195810681,12
9/6/2018,6471.493884,666432,5.01E+19,3746712.5,429260511,2.89E+22,31.29006024,4208826.857,113.540001,40.080002,13.31,288.160004,120.150002,25.209999,3.195810681,12
9/7/2018,6400.268706,689969,5.26E+19,3744812.5,429574892,3.01E+22,27.92194982,4209157.714,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12
9/8/2018,6181.744207,546132,5.28E+19,3742937.5,429850622,3.01E+22,18.81937591,4209488.571,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12
9/9/2018,6253.937201,506822,5.65E+19,3740900,430101256,3.01E+22,18.37028897,4209819.429,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12
9/10/2018,6275.083132,614032,4.78E+19,3739212.5,430402654,3.01E+22,19.97514305,4210150.286,113.150002,40.060001,13.31,288.100006,119.57,25.23,3.195810681,12
9/11/2018,6275.669588,651085,4.85E+19,3737450,430723637,3.01E+22,23.27470384,4210481.143,113.220001,40.509998,13.28,289.049988,118.660004,25.25,3.195810681,12
9/12/2018,6277.494409,599341,5.88E+19,3735350,431035835,3.01E+22,23.91441308,4210812,114.169998,40.75,13.39,289.119995,118.940002,25.16,3.195810681,12
9/13/2018,6283.1842,607968,5.15E+19,3733500,431351783,3.01E+22,20.29803773,4210418.714,113.760002,40.73,13.35,290.829987,119.120003,25.09,3.195810681,12
9/14/2018,6285.982466,620756,4.64E+19,3731850,431649755,3.01E+22,21.21893106,4210025.429,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12
9/15/2018,6280.310107,558326,4.86E+19,3730100,431933890,3.01E+22,15.69995673,4209632.143,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12
9/16/2018,6281.409356,470014,4.94E+19,3728362.5,432176344,3.01E+22,13.07015213,4209238.857,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12
9/17/2018,6273.220083,631051,4.61E+19,3726675,432509529,3.01E+22,17.45767671,4208845.571,113.610001,40.970001,13.31,289.339996,118.550003,25.059999,3.195810681,12
9/18/2018,6278.595486,638226,4.96E+19,3724900,432847884,3.01E+22,19.01368472,4208452.286,113.440002,41.310001,13.31,290.910004,117.309998,25.1,3.195810681,12
9/19/2018,6282.610727,631534,5.39E+19,3722950,433187332,3.01E+22,17.09335521,4208059,113.879997,41.490002,13.4,291.220001,116.610001,25.09,3.195810681,12
9/20/2018,6288.07017,628575,5.39E+19,3721025,433534402,3.07E+22,18.26192982,4205894.714,114.269997,41.509998,13.45,293.579987,117.150002,24.91,3.195810681,12
9/21/2018,6317.699685,715374,5.15E+19,3719225,433904837,3.07E+22,25.61259462,4203730.429,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12
9/22/2018,6293.836421,562396,5.48E+19,3717287.5,434212861,3.07E+22,18.65597145,4201566.143,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12
9/23/2018,6289.621327,507611,5.35E+19,3715412.5,434481748,3.07E+22,14.47737832,4199401.857,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12
9/24/2018,6466.994564,614666,5.28E+19,3713562.5,434802914,3.07E+22,15.50844294,4197237.571,113.470001,42.41,13.41,291.019989,116.800003,24.99,3.195810681,12
9/25/2018,6391.385981,648239,5.97E+19,3711450,435139761,3.07E+22,20.31737127,4195073.286,113.650002,42.669998,13.59,290.75,116.68,25.01,3.195810681,12
9/26/2018,6509.776621,628106,4.95E+19,3709712.5,435464369,3.07E+22,20.1338664,4192909,113.050003,41.970001,13.49,289.880005,117.5,25.02,3.195810681,12
9/27/2018,6698.416047,633984,5.13E+19,3707925,435794883,3.07E+22,23.65350638,4190308.286,112.050003,42.02,13.41,290.690002,117.580002,25.200001,3.195810681,12
9/28/2018,6502.688151,673169,5.46E+19,3706000,436138163,3.07E+22,28.91825487,4187707.571,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12
9/29/2018,6576.61432,552193,5.46E+19,3704100,436429273,3.07E+22,19.10685859,4185106.857,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12
9/30/2018,6647.387947,532057,5.74E+19,3702062.5,436703153,3.07E+22,15.42794706,4182506.143,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12
10/1/2018,6603.754342,672466,5.61E+19,3700087.5,437030955,3.07E+22,21.82334691,4179905.429,112.57,42.560001,13.62,291.730011,116.150002,25.299999,3.185323053,9
10/2/2018,6576.354229,678534,4.85E+19,3698375,437365682,3.07E+22,25.72269107,4177304.714,113.870003,42.580002,13.79,291.559998,116.860001,25.34,3.185323053,9
10/3/2018,6481.24577,693998,5.16E+19,3696562.5,437772914,3.07E+22,21.36448501,4174704,113.419998,42.98,13.78,291.720001,114.830002,25.42,3.185323053,9
10/4/2018,6594.935786,642385,5.48E+19,3694687.5,438128459,3.20E+22,18.70916379,4175018.571,113.480003,42.709999,13.71,289.440002,114.019997,25.43,3.185323053,9
10/5/2018,6630.575297,688104,4.81E+19,3693062.5,438470914,3.20E+22,21.33672301,4175333.143,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.185323053,9
10/6/2018,6595.260326,588469,4.64E+19,3691500,438776867,3.20E+22,17.57876392,4175647.714,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.185323053,9
10/7/2018,6591.686318,598247,5.32E+19,3689725,439093177,3.20E+22,13.06671747,4175962.286,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.185323053,9
10/8/2018,6662.8685,646069,4.93E+19,3688037.5,439420154,3.20E+22,16.79599849,4176276.857,112.540001,42.650002,13.53,287.820007,112.660004,25.43,3.185323053,9
10/9/2018,6663.021071,621377,4.83E+19,3686412.5,439733041,3.20E+22,16.66631934,4176591.429,112.599998,43.049999,13.53,287.399994,113.800003,25.42,3.185323053,9
10/10/2018,6619.495845,642587,5.36E+19,3684612.5,440060621,3.20E+22,15.6339373,4176906,112.879997,41.470001,13.45,278.299988,113.489998,25.389999,3.185323053,9
10/11/2018,6285.859203,686801,5.87E+19,3682625,440397557,3.20E+22,18.4172056,4176697.429,115.779999,40.209999,13.67,272.170013,114.870003,25.25,3.185323053,9
10/12/2018,6309.198921,693357,4.88E+19,3680975,440718819,3.20E+22,18.44585713,4176488.857,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.185323053,9
10/13/2018,6331.131154,573900,5.23E+19,3679212.5,440986713,3.20E+22,13.28476496,4176280.286,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.185323053,9
10/14/2018,6361.417016,524073,4.22E+19,3677787.5,441237175,3.20E+22,12.41784997,4176071.714,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.185323053,9
10/15/2018,6721.587503,699161,6.04E+19,3675762.5,441574897,3.20E+22,23.09602031,4175863.143,116,40.119999,13.8,274.399994,114.419998,25.27,3.185323053,9
10/16/2018,6724.833078,678710,5.03E+19,3674075,441911899,3.20E+22,19.31942675,4175654.571,115.800003,40.509998,13.78,280.399994,114.68,25.280001,3.185323053,9
10/17/2018,6444.74701,673355,5.05E+19,3672350,442251190,3.20E+22,18.8500803,4175446,115.790001,40.189999,13.74,280.450012,114,25.41,3.185323053,9
10/18/2018,6374.648863,654562,5.11E+19,3670625,442579700,3.09E+22,18.05926167,4175106.571,115.919998,39.950001,13.7,276.399994,113.959999,25.52,3.185323053,9
10/19/2018,6372.686817,685189,5.15E+19,3668850,442907221,3.09E+22,17.65876226,4174767.143,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.185323053,9
10/20/2018,6407.479085,593948,5.01E+19,3667062.5,443199459,3.09E+22,14.32509812,4174427.714,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.185323053,9
10/21/2018,6412.530491,554343,4.93E+19,3665337.5,443466573,3.09E+22,12.46404029,4174088.286,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.185323053,9
10/22/2018,6396.880154,676886,5.56E+19,3663400,443798733,3.09E+22,16.6995118,4173748.857,115.709999,39.18,13.68,275.01001,113.559998,25.559999,3.185323053,9
10/23/2018,6396.252324,683472,5.56E+19,3661475,444127078,3.09E+22,16.58331992,4173409.429,116.389999,38.099998,13.83,273.609985,113.919998,25.52,3.185323053,9
10/24/2018,6407.667175,637730,3.98E+19,3660062.5,444453567,3.09E+22,16.94168952,4173070,116.660004,36.580002,13.79,265.320007,114.779999,25.65,3.185323053,9
10/25/2018,6405.500726,659213,4.93E+19,3658350,444775126,3.09E+22,17.53993992,4168307.286,116.400002,37,13.74,270.079987,114.300003,25.719999,3.185323053,9
10/26/2018,6392.179337,691989,5.09E+19,3656562.5,445098045,3.09E+22,17.91509911,4163544.571,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.185323053,9
10/27/2018,6436.355484,580044,4.85E+19,3654862.5,445386927,3.09E+22,13.09651959,4158781.857,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.185323053,9
10/28/2018,6429.687141,560468,4.97E+19,3653112.5,445655896,3.09E+22,16.5139359,4154019.143,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.185323053,9
10/29/2018,6266.189683,708277,5.26E+19,3651287.5,445992247,3.09E+22,19.6041759,4149256.429,116.309998,35.939999,13.59,263.859985,114.730003,25.719999,3.185323053,9
10/30/2018,6276.4645,697593,5.48E+19,3649362.5,446339104,3.09E+22,18.77140942,4144493.714,115.800003,36.779999,13.61,267.769989,114.160004,25.83,3.185323053,9
10/31/2018,6321.713671,707280,5.80E+19,3647325,446691515,3.09E+22,16.65229276,4139731,115.150002,37.040001,13.41,270.630005,113.580002,25.82,3.185323053,9
