Date,Closing Price (USD),active_addresses,hash_rate,btc_left,total_addresses,difficulty,total_fees,fed_assets,GLD,IYE,SLV,SPY,TLT,UUP,NYFed_inflation,Google_popularity,FINX,QQQ,RIOT,Open_Interest_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All
2018-08-28,7084.293616736801,663712.0,5.13278411623355e+19,3762900.0,426453127.0,2.88932133852765e+22,45.21346372,4220328.857142857,113.68,41.25,13.84,289.920013,120.860001,25.1,3.241878078,13.0,28.98,184.61,6.31,2840.0,1981.0,2510.0,859.0,330.0
2018-08-29,7059.2312352573,669393.0,4.64070238791967e+19,3761162.5,426790264.0,2.88932133852765e+22,23.64752291,4218914.0,114.199997,41.52,13.87,291.480011,121.019997,25.059999,3.241878078,13.0,29.18,186.74001,6.22,2840.0,1981.0,2510.0,859.0,330.0
2018-08-30,6938.9145822993005,621109.0,5.15042464734302e+19,3759237.5,427103305.0,2.88932133852765e+22,24.10101603,4217425.714285715,113.639999,41.389999,13.7,290.299988,121.279999,25.08,3.241878078,13.0,29.17,186.41,6.1,2840.0,1981.0,2510.0,859.0,330.0
2018-08-31,7028.4473115659985,650921.0,5.16909021885971e+19,3757300.0,427428748.0,2.88932133852765e+22,25.25628116,4215937.428571428,113.510002,41.080002,13.65,290.309998,121.0,25.190001,3.241878078,13.0,29.2906,186.64999,6.3,2840.0,1981.0,2510.0,859.0,330.0
2018-09-01,7198.0584362259,564618.0,5.1187629453108e+19,3755412.5,427713442.0,2.88932133852765e+22,19.211722199999997,4214449.142857143,113.510002,41.080002,13.65,290.309998,121.0,25.190001,3.195810681,12.0,29.2906,186.64999,6.3,2840.0,1981.0,2510.0,859.0,330.0
2018-09-02,7282.8585138311,495862.0,4.77266991772944e+19,3753612.5,427965464.0,2.88932133852765e+22,16.3033171,4212960.857142857,113.510002,41.080002,13.65,290.309998,121.0,25.190001,3.195810681,12.0,29.2906,186.64999,6.3,2840.0,1981.0,2510.0,859.0,330.0
2018-09-03,7260.251592559301,613203.0,4.8066899195691e+19,3751812.5,428269926.0,2.88932133852765e+22,19.91598267,4211472.571428572,113.510002,41.080002,13.65,290.309998,121.0,25.190001,3.195810681,12.0,29.2906,186.64999,6.3,2840.0,1981.0,2510.0,859.0,330.0
2018-09-04,7361.2718642376,629613.0,4.30533105470126e+19,3750237.5,428590276.0,2.88932133852765e+22,24.1065379,4209984.285714285,112.93,40.950001,13.31,289.809998,120.029999,25.299999,3.195810681,12.0,29.31,185.85001,6.19,2707.0,1887.0,2354.0,820.0,353.0
2018-09-04,7361.2718642376,629613.0,4.30533105470126e+19,3750237.5,428590276.0,2.88932133852765e+22,24.1065379,4209984.285714285,112.93,40.950001,13.31,289.809998,120.029999,25.299999,3.195810681,12.0,29.31,185.85001,6.19,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-05,6913.1150129363,663893.0,4.32253710840219e+19,3748587.5,428925784.0,2.88932133852765e+22,31.82732747,4208496.0,113.32,40.889999,13.35,289.0299990000001,119.709999,25.209999,3.195810681,12.0,28.44,183.45,5.71,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-06,6471.493883654001,666432.0,5.01444175377933e+19,3746712.5,429260511.0,2.88932133852765e+22,31.29006024,4208826.857142857,113.540001,40.080002,13.31,288.160004,120.150002,25.209999,3.195810681,12.0,28.27,181.81,5.68,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-07,6400.2687056583,689969.0,5.2627800115779e+19,3744812.5,429574892.0,3.01472311420143e+22,27.92194982,4209157.714285715,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12.0,28.25,181.11,4.3,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-08,6181.744206956601,546132.0,5.27689118663899e+19,3742937.5,429850622.0,3.01472311420143e+22,18.81937591,4209488.571428572,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12.0,28.25,181.11,4.3,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-09,6253.9372013424,506822.0,5.64911846154981e+19,3740900.0,430101256.0,3.01472311420143e+22,18.37028897,4209819.428571428,113.230003,40.07,13.32,287.600006,119.129997,25.280001,3.195810681,12.0,28.25,181.11,4.3,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-10,6275.0831321787,614032.0,4.77870091017874e+19,3739212.5,430402654.0,3.01472311420143e+22,19.97514305,4210150.285714285,113.150002,40.060001,13.31,288.100006,119.57,25.23,3.195810681,12.0,28.37,181.72,4.5,3940.0,1966.0,3334.0,1974.0,606.0
2018-09-11,6275.6695882724,651085.0,4.84831433250529e+19,3737450.0,430723637.0,3.01472311420143e+22,23.27470384,4210481.142857143,113.220001,40.509998,13.28,289.049988,118.660004,25.25,3.195810681,12.0,28.64,183.12,4.29,2711.0,1968.0,2470.0,743.0,241.0
2018-09-11,6275.6695882724,651085.0,4.84831433250529e+19,3737450.0,430723637.0,3.01472311420143e+22,23.27470384,4210481.142857143,113.220001,40.509998,13.28,289.049988,118.660004,25.25,3.195810681,12.0,28.64,183.12,4.29,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-12,6277.4944091253,599341.0,5.87774444324854e+19,3735350.0,431035835.0,3.01472311420143e+22,23.91441308,4210812.0,114.169998,40.75,13.39,289.119995,118.940002,25.16,3.195810681,12.0,28.66,182.58,3.74,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-13,6283.1841998225,607968.0,5.15426582223545e+19,3733500.0,431351783.0,3.01472311420143e+22,20.29803773,4210418.714285715,113.760002,40.73,13.35,290.829987,119.120003,25.09,3.195810681,12.0,28.77,184.53,3.8,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-14,6285.982466311401,620756.0,4.63846805150351e+19,3731850.0,431649755.0,3.01472311420143e+22,21.21893106,4210025.428571428,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12.0,28.98,183.99001,3.94,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-15,6280.3101068801,558326.0,4.8558553577878e+19,3730100.0,431933890.0,3.01472311420143e+22,15.69995673,4209632.142857143,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12.0,28.98,183.99001,3.94,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-16,6281.4093556542,470014.0,4.93820868832637e+19,3728362.5,432176344.0,3.01472311420143e+22,13.07015213,4209238.857142857,113.019997,40.959999,13.23,290.880005,118.550003,25.18,3.195810681,12.0,28.98,183.99001,3.94,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-17,6273.2200825643,631051.0,4.61369209092983e+19,3726675.0,432509529.0,3.01472311420143e+22,17.45767671,4208845.571428572,113.610001,40.970001,13.31,289.339996,118.550003,25.059999,3.195810681,12.0,28.49,181.34,3.81,4278.0,2353.0,3592.0,1925.0,686.0
2018-09-18,6278.5954861797,638226.0,4.9584261746734e+19,3724900.0,432847884.0,3.01472311420143e+22,19.01368472,4208452.285714285,113.440002,41.310001,13.31,290.910004,117.309998,25.1,3.195810681,12.0,28.69,182.84,3.89,2742.0,1884.0,2404.0,858.0,338.0
2018-09-18,6278.5954861797,638226.0,4.9584261746734e+19,3724900.0,432847884.0,3.01472311420143e+22,19.01368472,4208452.285714285,113.440002,41.310001,13.31,290.910004,117.309998,25.1,3.195810681,12.0,28.69,182.84,3.89,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-19,6282.6107265937,631534.0,5.39226074980134e+19,3722950.0,433187332.0,3.01472311420143e+22,17.09335521,4208059.0,113.879997,41.490002,13.4,291.220001,116.610001,25.09,3.195810681,12.0,28.4,182.7,4.12,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-20,6288.0701702962,628575.0,5.38702910344941e+19,3721025.0,433534402.0,3.07203263267169e+22,18.26192982,4205894.714285715,114.269997,41.509998,13.45,293.579987,117.150002,24.91,3.195810681,12.0,28.48,184.72,4.09,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-21,6317.6996850165015,715374.0,5.15009661805816e+19,3719225.0,433904837.0,3.07203263267169e+22,25.61259462,4203730.428571428,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12.0,28.49,183.71001,3.99,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-22,6293.8364208374,562396.0,5.48431934008399e+19,3717287.5,434212861.0,3.07203263267169e+22,18.65597145,4201566.142857143,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12.0,28.49,183.71001,3.99,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-23,6289.6213269846985,507611.0,5.35023331437806e+19,3715412.5,434481748.0,3.07203263267169e+22,14.47737832,4199401.857142857,113.489998,41.77,13.44,291.98999,117.099998,24.99,3.195810681,12.0,28.49,183.71001,3.99,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-24,6466.9945639118005,614666.0,5.28067491649624e+19,3713562.5,434802914.0,3.07203263267169e+22,15.50844294,4197237.571428572,113.470001,42.41,13.41,291.019989,116.800003,24.99,3.195810681,12.0,28.4,183.89,4.08,4844.0,2877.0,4195.0,1967.0,649.0
2018-09-25,6391.385980592801,648239.0,5.96531752598488e+19,3711450.0,435139761.0,3.07203263267169e+22,20.31737127,4195073.285714285,113.650002,42.669998,13.59,290.75,116.68,25.01,3.195810681,12.0,28.82,184.14,3.95,3815.0,2091.0,3264.0,1724.0,551.0
2018-09-25,6391.385980592801,648239.0,5.96531752598488e+19,3711450.0,435139761.0,3.07203263267169e+22,20.31737127,4195073.285714285,113.650002,42.669998,13.59,290.75,116.68,25.01,3.195810681,12.0,28.82,184.14,3.95,2746.0,1957.0,2423.0,789.0,323.0
2018-09-26,6509.7766212475,628106.0,4.95144406239987e+19,3709712.5,435464369.0,3.07203263267169e+22,20.1338664,4192909.0,113.050003,41.970001,13.49,289.880005,117.5,25.02,3.195810681,12.0,28.74,184.27,3.82,2746.0,1957.0,2423.0,789.0,323.0
2018-09-27,6698.416046878901,633984.0,5.12818297618663e+19,3707925.0,435794883.0,3.07203263267169e+22,23.65350638,4190308.2857142864,112.050003,42.02,13.41,290.690002,117.580002,25.200001,3.195810681,12.0,28.72,185.83,3.78,2746.0,1957.0,2423.0,789.0,323.0
2018-09-28,6502.6881513173,673169.0,5.46063489538465e+19,3706000.0,436138163.0,3.07203263267169e+22,28.91825487,4187707.5714285714,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12.0,28.75,185.78999,3.65,2746.0,1957.0,2423.0,789.0,323.0
2018-09-29,6576.6143197,552193.0,5.45839082803718e+19,3704100.0,436429273.0,3.07203263267169e+22,19.10685859,4185106.857142857,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12.0,28.75,185.78999,3.65,2746.0,1957.0,2423.0,789.0,323.0
2018-09-30,6647.3879467315,532057.0,5.74080044855816e+19,3702062.5,436703153.0,3.07203263267169e+22,15.42794706,4182506.142857143,112.760002,41.959999,13.73,290.720001,117.269997,25.26,3.195810681,12.0,28.75,185.78999,3.65,2746.0,1957.0,2423.0,789.0,323.0
2018-10-01,6603.7543420461,672466.0,5.60732372128794e+19,3700087.5,437030955.0,3.07203263267169e+22,21.82334691,4179905.4285714286,112.57,42.560001,13.62,291.730011,116.150002,25.299999,3.1853230530000003,9.0,28.65,186.17,3.45,2746.0,1957.0,2423.0,789.0,323.0
2018-10-02,6576.354228941899,678534.0,4.84570049365627e+19,3698375.0,437365682.0,3.07203263267169e+22,25.72269107,4177304.7142857136,113.870003,42.580002,13.79,291.559998,116.860001,25.34,3.1853230530000003,9.0,28.44,185.75,3.42,2354.0,1613.0,2096.0,741.0,258.0
2018-10-02,6576.354228941899,678534.0,4.84570049365627e+19,3698375.0,437365682.0,3.07203263267169e+22,25.72269107,4177304.7142857136,113.870003,42.580002,13.79,291.559998,116.860001,25.34,3.1853230530000003,9.0,28.44,185.75,3.42,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-03,6481.2457703264,693998.0,5.15507333422902e+19,3696562.5,437772914.0,3.07203263267169e+22,21.36448501,4174704.0,113.419998,42.98,13.78,291.720001,114.830002,25.42,3.1853230530000003,9.0,28.57,185.95,3.4321,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-04,6594.935785785799,642385.0,5.48232252830276e+19,3694687.5,438128459.0,3.20188465369959e+22,18.70916379,4175018.5714285714,113.480003,42.709999,13.71,289.440002,114.019997,25.43,3.1853230530000003,9.0,27.95,182.38,3.36,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-05,6630.5752970678,688104.0,4.81475275275236e+19,3693062.5,438470914.0,3.20188465369959e+22,21.33672301,4175333.142857143,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.1853230530000003,9.0,27.71,180.14999,3.02,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-06,6595.2603262611,588469.0,4.63922920197108e+19,3691500.0,438776867.0,3.20188465369959e+22,17.57876392,4175647.7142857136,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.1853230530000003,9.0,27.71,180.14999,3.02,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-07,6591.6863183363,598247.0,5.31830977325499e+19,3689725.0,439093177.0,3.20188465369959e+22,13.06671747,4175962.2857142864,113.800003,42.66,13.75,287.820007,113.040001,25.4,3.1853230530000003,9.0,27.71,180.14999,3.02,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-08,6662.8684995572985,646069.0,4.932947164648e+19,3688037.5,439420154.0,3.20188465369959e+22,16.79599849,4176276.857142857,112.540001,42.650002,13.53,287.820007,112.660004,25.43,3.1853230530000003,9.0,27.0,179.05,2.85,4063.0,2181.0,3478.0,1882.0,585.0
2018-10-09,6663.021070746,621377.0,4.82563739732366e+19,3686412.5,439733041.0,3.20188465369959e+22,16.66631934,4176591.4285714286,112.599998,43.049999,13.53,287.399994,113.800003,25.42,3.1853230530000003,9.0,27.07,179.63,2.71,2848.0,2062.0,2483.0,786.0,365.0
2018-10-09,6663.021070746,621377.0,4.82563739732366e+19,3686412.5,439733041.0,3.20188465369959e+22,16.66631934,4176591.4285714286,112.599998,43.049999,13.53,287.399994,113.800003,25.42,3.1853230530000003,9.0,27.07,179.63,2.71,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-10,6619.495845138101,642587.0,5.35880276769807e+19,3684612.5,440060621.0,3.20188465369959e+22,15.633937300000001,4176906.0,112.879997,41.470001,13.45,278.299988,113.489998,25.389999,3.1853230530000003,9.0,25.49,171.73,2.17,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-11,6285.859202643001,686801.0,5.86594683586901e+19,3682625.0,440397557.0,3.20188465369959e+22,18.417205600000006,4176697.4285714286,115.779999,40.209999,13.67,272.170013,114.870003,25.25,3.1853230530000003,9.0,24.9,169.60001,2.16,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-12,6309.1989214047,693357.0,4.88453187740785e+19,3680975.0,440718819.0,3.20188465369959e+22,18.44585713,4176488.857142857,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.1853230530000003,9.0,25.67,174.32001,2.57,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-13,6331.1311540773995,573900.0,5.23493160064984e+19,3679212.5,440986713.0,3.20188465369959e+22,13.28476496,4176280.2857142864,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.1853230530000003,9.0,25.67,174.32001,2.57,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-14,6361.417016272901,524073.0,4.21865436782573e+19,3677787.5,441237175.0,3.20188465369959e+22,12.41784997,4176071.7142857136,115.230003,40.369999,13.74,275.950012,114.470001,25.33,3.1853230530000003,9.0,25.67,174.32001,2.57,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-15,6721.5875032778,699161.0,6.03854892256411e+19,3675762.5,441574897.0,3.20188465369959e+22,23.09602031,4175863.142857143,116.0,40.119999,13.8,274.399994,114.419998,25.27,3.1853230530000003,9.0,25.52,172.21001,2.7,4028.0,2029.0,3401.0,1999.0,627.0
2018-10-16,6724.8330778968,678710.0,5.02562990639978e+19,3674075.0,441911899.0,3.20188465369959e+22,19.31942675,4175654.5714285714,115.800003,40.509998,13.78,280.399994,114.68,25.280001,3.1853230530000003,9.0,26.39,177.22,2.96,4262.0,2362.0,3693.0,1900.0,569.0
2018-10-16,6724.8330778968,678710.0,5.02562990639978e+19,3674075.0,441911899.0,3.20188465369959e+22,19.31942675,4175654.5714285714,115.800003,40.509998,13.78,280.399994,114.68,25.280001,3.1853230530000003,9.0,26.39,177.22,2.96,2730.0,2026.0,2424.0,704.0,306.0
2018-10-17,6444.7470095938,673355.0,5.0549711387645e+19,3672350.0,442251190.0,3.20188465369959e+22,18.850080300000002,4175446.0,115.790001,40.189999,13.74,280.450012,114.0,25.41,3.1853230530000003,9.0,26.4,177.28999,2.72,2730.0,2026.0,2424.0,704.0,306.0
2018-10-18,6374.648862546899,654562.0,5.10669217453554e+19,3670625.0,442579700.0,3.0850115780363e+22,18.05926167,4175106.5714285714,115.919998,39.950001,13.7,276.399994,113.959999,25.52,3.1853230530000003,9.0,26.04,173.17999,2.53,2730.0,2026.0,2424.0,704.0,306.0
2018-10-19,6372.6868170702,685189.0,5.15099644993479e+19,3668850.0,442907221.0,3.0850115780363e+22,17.65876226,4174767.142857143,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.1853230530000003,9.0,25.96,173.02,2.48,2730.0,2026.0,2424.0,704.0,306.0
2018-10-20,6407.4790849086,593948.0,5.00529460231899e+19,3667062.5,443199459.0,3.0850115780363e+22,14.32509812,4174427.7142857136,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.1853230530000003,9.0,25.96,173.02,2.48,2730.0,2026.0,2424.0,704.0,306.0
2018-10-21,6412.530490733901,554343.0,4.92653672663638e+19,3665337.5,443466573.0,3.0850115780363e+22,12.46404029,4174088.2857142864,116.010002,39.639999,13.74,276.25,113.709999,25.469999,3.1853230530000003,9.0,25.96,173.02,2.48,2730.0,2026.0,2424.0,704.0,306.0
2018-10-22,6396.8801542538,676886.0,5.55754575836667e+19,3663400.0,443798733.0,3.0850115780363e+22,16.699511800000003,4173748.857142857,115.709999,39.18,13.68,275.01001,113.559998,25.559999,3.1853230530000003,9.0,26.09,173.91,2.39,2730.0,2026.0,2424.0,704.0,306.0
2018-10-23,6396.252324044001,683472.0,5.56150755654188e+19,3661475.0,444127078.0,3.0850115780363e+22,16.58331992,4173409.4285714286,116.389999,38.099998,13.83,273.609985,113.919998,25.52,3.1853230530000003,9.0,25.77,173.27,2.4,3522.0,1954.0,3012.0,1568.0,510.0
2018-10-23,6396.252324044001,683472.0,5.56150755654188e+19,3661475.0,444127078.0,3.0850115780363e+22,16.58331992,4173409.4285714286,116.389999,38.099998,13.83,273.609985,113.919998,25.52,3.1853230530000003,9.0,25.77,173.27,2.4,3001.0,2336.0,2634.0,665.0,367.0
2018-10-24,6407.6671752309985,637730.0,3.98343474550474e+19,3660062.5,444453567.0,3.0850115780363e+22,16.94168952,4173070.0,116.660004,36.580002,13.79,265.320007,114.779999,25.65,3.1853230530000003,9.0,24.8,165.34,2.37,3001.0,2336.0,2634.0,665.0,367.0
2018-10-25,6405.5007258241,659213.0,4.92801858811358e+19,3658350.0,444775126.0,3.0850115780363e+22,17.53993992,4168307.2857142864,116.400002,37.0,13.74,270.079987,114.300003,25.719999,3.1853230530000003,9.0,25.28,171.06,2.42,3001.0,2336.0,2634.0,665.0,367.0
2018-10-26,6392.1793373833,691989.0,5.08649336061144e+19,3656562.5,445098045.0,3.0850115780363e+22,17.91509911,4163544.5714285714,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.1853230530000003,9.0,24.6,166.66,2.52,3001.0,2336.0,2634.0,665.0,367.0
2018-10-27,6436.3554839280005,580044.0,4.84975003020317e+19,3654862.5,445386927.0,3.0850115780363e+22,13.09651959,4158781.857142857,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.1853230530000003,9.0,24.6,166.66,2.52,3001.0,2336.0,2634.0,665.0,367.0
2018-10-28,6429.6871414322995,560468.0,4.97456429159754e+19,3653112.5,445655896.0,3.0850115780363e+22,16.5139359,4154019.142857143,116.769997,36.720001,13.81,265.329987,114.989998,25.65,3.1853230530000003,9.0,24.6,166.66,2.52,3001.0,2336.0,2634.0,665.0,367.0
2018-10-29,6266.189682717802,708277.0,5.25745807091431e+19,3651287.5,445992247.0,3.0850115780363e+22,19.604175899999998,4149256.4285714286,116.309998,35.939999,13.59,263.859985,114.730003,25.719999,3.1853230530000003,9.0,23.9,163.23,2.41,3001.0,2336.0,2634.0,665.0,367.0
2018-10-30,6276.4644997238,697593.0,5.47713057282704e+19,3649362.5,446339104.0,3.0850115780363e+22,18.77140942,4144493.7142857136,115.800003,36.779999,13.61,267.769989,114.160004,25.83,3.1853230530000003,9.0,24.49,165.92,2.28,2608.0,2055.0,2282.0,553.0,326.0
2018-10-30,6276.4644997238,697593.0,5.47713057282704e+19,3649362.5,446339104.0,3.0850115780363e+22,18.77140942,4144493.7142857136,115.800003,36.779999,13.61,267.769989,114.160004,25.83,3.1853230530000003,9.0,24.49,165.92,2.28,3615.0,2019.0,3096.0,1596.0,519.0
2018-10-31,6321.7136713069995,707280.0,5.80103464560838e+19,3647325.0,446691515.0,3.0850115780363e+22,16.65229276,4139731.0,115.150002,37.040001,13.41,270.630005,113.580002,25.82,3.1853230530000003,9.0,25.14,169.82001,2.36,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-01,6341.0948126498,692491.0,5.56127578905787e+19,3645400.0,447036207.0,3.0856784270125e+22,17.45938887,4140046.0,116.629997,37.389999,13.83,273.51001,113.410004,25.65,3.11946737,13.0,25.62,172.06,2.56,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-02,6360.141271921601,769107.0,5.0993518515074e+19,3643612.5,447390872.0,3.0856784270125e+22,18.32471846,4140361.0,116.650002,37.279999,13.86,271.890015,112.0,25.709999,3.11946737,13.0,25.6,169.38,2.54,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-03,6344.7389429436,641836.0,5.71231389057034e+19,3641600.0,447698264.0,3.0856784270125e+22,13.59185156,4140676.0,116.650002,37.279999,13.86,271.890015,112.0,25.709999,3.11946737,13.0,25.6,169.38,2.54,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-04,6405.139754680699,619053.0,4.5745711731476e+19,3640062.5,447972721.0,3.0856784270125e+22,12.83578294,4140991.0,116.650002,37.279999,13.86,271.890015,112.0,25.709999,3.11946737,13.0,25.6,169.38,2.54,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-05,6396.3521235412,712966.0,4.95569687816242e+19,3638262.5,448342212.0,3.0856784270125e+22,18.68872972,4141306.0,116.370003,37.919998,13.76,273.390015,112.440002,25.700001,3.11946737,13.0,25.38,168.96001,2.51,3615.0,2019.0,3096.0,1596.0,519.0
2018-11-06,6425.917801818498,694045.0,4.57047616392144e+19,3636662.5,448704036.0,3.0856784270125e+22,19.18392815,4141621.0,116.040001,38.02,13.65,275.119995,112.370003,25.639999,3.11946737,13.0,25.58,170.24001,2.95,2913.0,2248.0,2625.0,665.0,288.0
2018-11-06,6425.917801818498,694045.0,4.57047616392144e+19,3636662.5,448704036.0,3.0856784270125e+22,19.18392815,4141621.0,116.040001,38.02,13.65,275.119995,112.370003,25.639999,3.11946737,13.0,25.58,170.24001,2.95,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-07,6514.4894527375,705096.0,4.70300602048942e+19,3635037.5,449065604.0,3.0856784270125e+22,20.33841084,4141936.0,116.029999,38.650002,13.67,281.01001,112.519997,25.59,3.11946737,13.0,26.48,175.58,2.9,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-08,6412.524289058,700109.0,4.26539504270925e+19,3633525.0,449407667.0,3.0856784270125e+22,20.99890399,4142501.142857143,115.779999,37.77,13.56,280.5,112.510002,25.74,3.11946737,13.0,26.12,174.46001,2.57,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-09,6343.6325037562,704782.0,4.53539911151654e+19,3631937.5,449759650.0,3.0856784270125e+22,22.42896582,4143066.2857142864,114.480003,37.709999,13.32,277.76001,113.349998,25.790001,3.11946737,13.0,25.56,171.52,2.56,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-10,6365.655231516,595431.0,4.69225711793373e+19,3630300.0,450065882.0,3.0856784270125e+22,16.64920253,4143631.4285714286,114.480003,37.709999,13.32,277.76001,113.349998,25.790001,3.11946737,13.0,25.56,171.52,2.56,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-11,6327.480646104399,590374.0,5.23555515925791e+19,3628475.0,450350185.0,3.0856784270125e+22,14.13978687,4144196.5714285714,114.480003,37.709999,13.32,277.76001,113.349998,25.790001,3.11946737,13.0,25.56,171.52,2.56,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-12,6327.154696064599,683380.0,4.96477474120523e+19,3626725.0,450698774.0,3.0856784270125e+22,19.17199757,4144761.7142857136,113.660004,36.869999,13.17,272.570007,114.089996,26.02,3.11946737,13.0,24.41,166.33,2.36,3465.0,1796.0,3017.0,1669.0,448.0
2018-11-13,6282.438677162901,650636.0,4.27285580541547e+19,3625225.0,451035186.0,3.0856784270125e+22,18.07251239,4145326.857142857,113.699997,35.970001,13.15,272.059998,114.019997,25.93,3.11946737,13.0,24.43,166.47,2.5,3670.0,2080.0,3265.0,1590.0,405.0
2018-11-13,6282.438677162901,650636.0,4.27285580541547e+19,3625225.0,451035186.0,3.0856784270125e+22,18.07251239,4145326.857142857,113.699997,35.970001,13.15,272.059998,114.019997,25.93,3.11946737,13.0,24.43,166.47,2.5,3530.0,2893.0,3223.0,637.0,307.0
2018-11-14,5524.801093419301,727941.0,4.80901604265298e+19,3623537.5,451383664.0,3.0856784270125e+22,25.82337117,4145892.0,114.639999,35.939999,13.28,270.200012,114.089996,25.84,3.11946737,13.0,24.13,165.2,2.2,3530.0,2893.0,3223.0,637.0,307.0
2018-11-15,5511.1528335321,719899.0,4.53445448816388e+19,3621950.0,451724855.0,3.0856784270125e+22,38.65118054,4140221.4285714286,114.769997,36.509998,13.42,273.019989,114.040001,25.9,3.11946737,13.0,24.61,168.09,2.245,3530.0,2893.0,3223.0,637.0,307.0
2018-11-16,5448.6006335653,713928.0,4.50223289324672e+19,3620375.0,452063879.0,2.85757194027127e+22,36.92729384,4134550.857142857,115.620003,36.889999,13.53,273.730011,114.699997,25.709999,3.11946737,13.0,24.72,167.5,2.19,3530.0,2893.0,3223.0,637.0,307.0
2018-11-17,5497.4112787322,594720.0,4.79114649683557e+19,3618562.5,452347677.0,2.85757194027127e+22,21.55099415,4128880.2857142864,115.620003,36.889999,13.53,273.730011,114.699997,25.709999,3.11946737,13.0,24.72,167.5,2.19,3530.0,2893.0,3223.0,637.0,307.0
2018-11-18,5553.014895008,549202.0,4.06990827634425e+19,3617025.0,452599977.0,2.85757194027127e+22,18.03746701,4123209.7142857136,115.620003,36.889999,13.53,273.730011,114.699997,25.709999,3.11946737,13.0,24.72,167.5,2.19,3530.0,2893.0,3223.0,637.0,307.0
2018-11-19,4800.3428974568,674496.0,4.17778522996623e+19,3615450.0,452905201.0,2.85757194027127e+22,39.96948610000001,4117539.142857143,115.669998,36.82,13.55,269.100006,115.019997,25.690001,3.11946737,13.0,23.2,162.06,1.89,3530.0,2893.0,3223.0,637.0,307.0
2018-11-20,4246.3127740611,768688.0,4.36558332599339e+19,3613800.0,453263260.0,2.85757194027127e+22,69.36765011,4111868.5714285714,115.669998,35.59,13.45,264.119995,115.059998,25.82,3.11946737,13.0,22.63,159.16,1.85,3729.0,3066.0,3349.0,663.0,380.0
